@relation camel-1.2.arff

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {-1,1}

@data
4,4,15,49,8,6,49,0,4,1.333333,21,1,0,1,0.666667,0,0,4,0,0,1
6,1,0,4,10,1,2,2,6,0.600000,50,1,1,0,0.500000,0,0,7,2,1.166700,-1
2,1,0,2,19,1,1,1,2,2,121,0,0,0,0.666667,0,0,59.500000,13,6.500000,1
9,2,0,4,16,0,3,1,9,0.562500,122,1,0,0.272727,0.555556,0,0,12.111111,4,1.222200,-1
9,2,0,11,14,26,3,11,6,0.833333,57,0.666667,1,0.708333,0.229167,0,0,5,1,0.777800,1
5,1,0,6,10,2,0,6,4,0.500000,44,1,1,0,0.583333,0,0,7.400000,2,0.800000,-1
3,2,0,5,4,3,2,3,3,2,10,0,0,0.500000,0.666667,0,0,2.333333,1,0.666700,1
3,1,0,4,3,3,3,1,3,2,3,0,0,0,0.833333,0,0,0,1,1,-1
11,3,0,6,22,41,0,6,11,0.833333,99,1,2,0.333333,0.393939,1,1,7.727273,5,1.272700,-1
10,4,0,4,19,7,1,3,9,0.666667,120,1,0,0.789474,0.425000,1,2,10.600000,1,0.800000,-1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923077,0.666667,1,2,3,1,0.333300,-1
6,4,0,6,17,0,1,5,4,0.400000,85,1,1,0.857143,0.400000,1,2,12.833333,1,0.833300,-1
12,2,0,7,16,46,0,7,11,0.795455,83,1,2,0.153846,0.266667,0,0,5.583333,2,1,-1
9,2,0,40,23,32,39,2,7,0.975000,240,0.200000,9,0.631579,0.375000,1,1,24.555556,4,1.888900,1
1,0,0,5,4,0,3,2,1,2,9,0,0,0,1,0,0,8,0,0,-1
22,1,0,2,42,189,1,1,22,0.841270,182,1,0,0,0.171717,0,0,7,7,1.227300,1
4,1,2,4,8,0,2,2,4,0,28,1,0,0,0.750000,0,0,5.750000,1,0.750000,1
1,1,0,0,2,0,0,0,1,2,22,0,0,0,1,0,0,3,0,0,-1
22,3,0,20,65,151,5,18,15,0.846561,401,0.777778,6,0.457143,0.155844,1,1,16.818182,10,1.545500,1
3,1,0,2,15,3,1,1,0,2,63,0,0,0,0.500000,0,0,20,1,0.666700,-1
7,2,0,6,17,9,1,5,4,0.750000,75,1,3,0.923077,0.333333,0,0,9.142857,2,0.857100,1
7,3,0,7,13,0,3,4,5,0.166667,41,1,1,0.807692,0.476190,1,1,4.714286,1,0.714300,-1
5,1,0,5,5,10,3,2,5,2,5,0,0,0,0.550000,0,0,0,1,1,1
2,5,0,2,7,0,1,1,2,0,25,1,0,0.944444,0.666667,0,0,11,1,0.500000,-1
37,3,0,21,61,598,8,19,34,0.932540,335,1,2,0.375000,0.143939,1,1,7.675676,6,1.216200,1
3,1,0,4,5,3,0,4,3,2,18,0,0,0,0.833333,0,0,5,1,0.666700,-1
7,2,17,22,11,1,17,5,5,0.333333,33,1,1,0.684211,0.357143,1,1,3.571429,1,0.857100,-1
28,2,0,14,58,302,7,9,26,0.802469,303,1,2,0.788136,0.146104,1,4,9.607143,3,1.071400,1
6,3,0,6,19,13,0,6,6,0.400000,107,1,0,0.900000,0.416667,0,0,16.666667,4,1.666700,-1
14,1,1,7,26,79,2,5,12,0.788462,118,1,2,0,0.256410,0,0,7.142857,3,1.142900,1
14,1,0,4,21,91,0,4,13,0.538462,105,1,2,0,0.964286,0,0,6.357143,2,1,1
4,1,1,1,9,0,1,0,4,0,27,1,0,0,1,0,0,5.500000,1,0.750000,-1
9,2,0,5,18,28,1,4,5,0.666667,103,1,0,0.384615,0.317460,1,2,10.111111,2,1,-1
1,1,0,3,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
8,2,0,7,23,14,1,7,7,0.642857,101,1,2,0.666667,0.326531,0,0,11.375000,1,0.375000,1
9,0,0,19,59,16,2,17,6,0.541667,382,0.666667,0,0,0.347222,0,0,41.111111,6,1.777800,-1
15,1,1,13,35,59,3,12,5,0.821429,189,1,2,0,0.222222,0,0,11.200000,4,1,-1
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
1,2,0,1,2,0,0,1,1,2,6,1,0,1,1,0,0,3,0,0,-1
3,1,0,5,6,1,2,3,3,0,31,1,1,0,0.500000,0,0,9,1,0.666700,-1
5,3,0,4,10,10,1,4,2,2,25,0,0,0.884615,0.400000,2,2,4,1,0.600000,-1
15,1,0,22,47,81,2,20,14,0.867347,218,1,1,0,0.187500,0,0,13.066667,2,0.933300,-1
13,1,0,4,23,0,1,3,13,0,70,1,1,0,0.326923,0,0,4.307692,1,0.923100,-1
3,5,0,1,9,0,0,1,3,0.500000,33,1,0,0.894737,0.555556,0,0,9.333333,1,0.666700,1
8,2,0,7,33,26,0,7,1,0.571429,417,1,0,0.588235,0.390625,1,1,51,8,3.625000,-1
11,3,0,8,30,37,1,8,10,0.525000,212,1,1,0.907407,0.272727,1,14,17.909091,6,1.636400,1
7,1,0,11,38,21,4,9,3,2,167,0,0,0,0.300000,0,0,22.857143,3,1.428600,-1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
15,3,4,10,30,79,4,6,11,0.816327,146,1,1,0.647059,0.205357,1,1,8.266667,1,0.800000,-1
5,2,0,12,17,6,1,12,3,0.583333,88,1,0,0.555556,0.400000,1,2,16,1,0.800000,-1
7,3,0,8,18,21,2,6,4,2,66,0,0,0.875000,0.326531,0,0,8.428571,2,0.714300,-1
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1
2,1,0,5,2,1,4,2,2,2,2,0,0,0,1,0,0,0,1,1,1
16,1,0,8,28,74,3,7,12,0.844444,154,1,1,0,0.187500,0,0,8.250000,3,1.187500,1
4,3,0,9,11,6,6,4,4,2,25,0,0,0.970297,0.625000,1,2,5.250000,1,0.750000,1
13,3,0,8,25,26,1,7,13,0.625000,161,1,0,0.907407,0.307692,1,2,11.076923,5,1.307700,1
4,0,0,10,18,2,1,9,3,0.666667,75,1,2,0,0.833333,0,0,17,1,0.500000,-1
1,2,0,5,2,0,2,3,1,2,6,0,0,1,1,0,0,5,0,0,-1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
15,2,0,18,28,101,5,17,13,0.750000,118,1,2,0.548387,0.200000,1,1,6.733333,2,1.066700,-1
6,1,0,9,18,15,8,1,5,2,102,0,0,0,0.333333,0,0,16,5,2.833300,1
16,1,0,6,47,112,4,2,14,0.600000,301,1,0,0,0.487500,0,0,17.687500,1,0.875000,1
32,1,0,3,67,484,1,3,21,0.854071,651,0.523810,0,0,0.253456,0,0,18.687500,7,1.781300,-1
2,1,0,4,4,1,2,2,2,2,8,0,0,0,0.750000,0,0,3,1,0.500000,-1
6,2,0,2,11,9,1,1,6,0.200000,45,1,0,0.500000,0.416667,0,0,6.333333,2,0.833300,-1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923077,0.666667,1,2,3,1,0.333300,-1
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,1
2,5,0,5,10,0,1,4,2,0,27,1,0,0.947368,0.666667,0,0,12,1,0.500000,1
14,1,0,3,22,59,0,3,13,0.753846,125,1,0,0,0.178571,0,0,7.571429,1,0.785700,-1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
12,1,0,14,32,16,3,14,9,0.795455,104,1,4,0,0.345455,0,0,7.333333,1,0.833300,-1
6,2,0,2,9,9,1,1,6,0.200000,41,1,0,0.500000,0.500000,0,0,5.666667,2,0.833300,-1
10,1,2,9,18,9,4,7,10,0.666667,86,1,3,0,0.285714,0,0,7.300000,3,1.200000,-1
2,3,0,8,8,1,2,7,2,2,31,0,0,0.952381,0.625000,0,0,14.500000,2,1,1
3,1,0,4,9,3,1,3,3,2,21,0,0,0,0.533333,0,0,6,1,0.666700,1
8,2,1,8,23,8,2,6,5,0.285714,82,1,0,0.650000,0.375000,1,1,9.125000,1,0.875000,1
52,2,1,36,112,1166,4,33,38,0.913495,993,1,8,0.213115,0.088751,1,1,17.769231,7,1.384600,1
7,3,0,10,22,0,2,10,2,0.733333,88,1,4,0.814815,0.300000,1,1,10.857143,1,0.714300,-1
27,2,0,20,62,293,1,19,23,0.905325,343,1,4,0.074074,0.134615,0,0,11.222222,3,1.148100,-1
9,1,0,6,34,10,1,5,8,0.500000,185,0.666667,0,0,0.333333,0,0,19.222222,4,1.888900,-1
11,3,2,17,16,51,9,9,10,0.600000,85,1,2,0.677419,0.246753,1,1,6.545455,2,1,-1
5,2,0,9,21,0,1,8,3,0.250000,84,1,2,0.764706,0.400000,1,1,15.400000,1,0.800000,1
5,1,0,0,7,0,0,0,5,0.500000,32,1,0,0,0.466667,0,0,5,1,0.800000,1
2,1,0,1,7,1,0,1,2,2,26,0,0,0,0.750000,0,0,12,1,0.500000,-1
2,1,0,4,4,1,1,3,2,2,9,0,0,0,1,0,0,3.500000,1,0.500000,1
5,3,0,19,43,2,3,19,3,0.500000,157,1,1,0.846154,0.466667,1,1,30,1,0.800000,-1
14,1,0,10,21,59,8,3,13,0.641026,126,1,1,0,0.375000,0,0,7.785714,4,1.214300,1
4,3,0,9,8,2,2,9,2,0.777778,33,1,2,0.904762,0.400000,0,0,6.500000,1,0.500000,-1
4,2,0,11,7,4,10,1,2,0.952381,89,0.142857,7,0.857143,0.444444,1,1,19.500000,1,0.500000,-1
1,6,0,3,6,0,1,2,1,2,13,0,0,1,1,0,0,12,0,0,-1
4,4,0,1,6,0,1,0,3,0.666667,37,1,0,0.972222,0.450000,0,0,7.750000,2,0.750000,-1
2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,1,-1
2,3,0,7,14,1,0,7,1,2,42,0,0,0.958333,0.666667,1,2,20,1,0.500000,-1
45,1,0,17,85,864,8,14,38,0.907468,523,1,3,0,0.138889,0,0,10.311111,4,1.266700,1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923077,0.666667,1,2,3,1,0.333300,1
2,3,0,4,8,0,1,3,1,0,33,1,1,0.954545,0.666667,0,0,15,1,0.500000,1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
4,0,0,10,18,4,1,9,3,0.666667,81,1,0,0,0.437500,0,0,19,6,2.250000,-1
4,2,0,11,7,0,7,6,4,0,34,1,1,0.947368,0.541667,0,0,7.250000,1,0.500000,-1
4,3,0,3,5,4,1,3,4,0.666667,22,1,1,0.500000,0.500000,0,0,4.250000,1,0.750000,-1
8,1,1,13,64,12,2,11,2,0.785714,388,0.750000,2,0,0.321429,0,0,47,11,2.125000,1
2,1,0,3,11,1,1,2,2,2,54,0,0,0,0.666667,0,0,26,6,3,1
2,1,0,11,2,1,11,0,2,2,2,0,0,0,0.833333,0,0,0,1,1,-1
52,3,0,17,109,1318,1,17,49,0.607843,435,0.500000,1,0.319444,0.101496,1,2,7.288462,5,1.019200,-1
12,3,0,11,26,44,1,10,8,0.727273,121,1,3,0.666667,0.233766,1,1,8.750000,2,0.833300,-1
2,2,0,3,5,1,0,3,2,2,12,0,0,0.900000,1,0,0,5,1,0.500000,-1
10,2,12,22,21,17,13,9,7,0.777778,90,1,4,0.590909,0.280000,1,1,7.600000,2,1.100000,1
26,1,1,10,47,0,5,5,24,0.080000,236,1,1,0,0.258242,0,0,8.038462,2,1,-1
4,3,0,4,19,6,1,4,3,2,62,0,0,0.920000,0.375000,1,1,14.500000,1,0.500000,-1
10,3,0,13,25,43,0,13,6,0.833333,116,1,2,0.741935,0.333333,1,2,10.400000,2,0.900000,1
23,1,0,2,42,237,0,2,22,0.075758,230,1,0,0,0.381818,0,0,8.869565,2,1.434800,-1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
2,1,0,2,2,1,1,1,2,2,2,0,0,0,1,0,0,0,1,1,-1
5,1,0,4,5,10,4,0,5,2,5,0,0,0,1,0,0,0,1,1,1
18,2,0,9,20,147,4,7,14,0.705882,100,1,1,0.692308,0.259259,1,3,4.500000,1,0.888900,-1
9,1,7,11,17,24,7,4,5,0.375000,125,1,2,0,0.444444,0,0,12.666667,2,1,-1
10,1,0,3,16,27,1,2,10,0.666667,69,1,1,0,0.425000,0,0,5.600000,1,0.700000,1
6,3,0,10,18,7,3,8,3,0.700000,85,1,1,0.840000,0.360000,0,0,12.833333,2,0.833300,-1
45,2,0,21,67,916,8,16,38,0.686364,461,1,3,0.232143,0.252525,1,1,9.133333,5,1.088900,1
3,2,0,5,18,3,2,3,3,2,65,0,0,0.882353,0.416667,0,0,20.666667,4,1.666700,-1
2,0,0,5,8,1,1,4,2,2,32,0,0,0,0.750000,0,0,15,1,0.500000,-1
11,1,0,16,52,43,1,15,1,0.500000,248,1,0,0.470588,0.400000,1,4,21.454545,10,1.909100,-1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923077,0.666667,1,2,3,1,0.333300,-1
4,2,0,5,15,4,1,5,3,0.666667,38,1,1,0.857143,0.466667,0,0,8.250000,1,0.250000,1
12,1,0,7,62,28,2,5,7,0.545455,507,1,1,0,0.329545,0,0,41,6,2.333300,1
6,1,0,4,9,9,0,4,5,0.200000,41,1,0,0,0.416667,0,0,5.666667,2,1,1
0,1,0,31,0,0,30,1,0,2,0,0,0,0,0,0,0,0,0,0,-1
41,1,0,6,54,516,5,1,41,0.875000,507,0,0,0,0.297561,0,0,10.951220,1,0.926800,-1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,6,0,2,7,0,1,1,2,0,25,1,0,0.944444,0.666667,0,0,11,1,0.500000,-1
4,2,2,10,19,0,5,5,2,0,86,1,0,0.812500,0.562500,0,0,20.250000,2,1.250000,1
16,2,0,6,33,62,1,5,15,0.650000,190,1,0,0.877358,0.375000,1,4,10.625000,2,0.937500,1
10,1,0,0,22,45,0,0,9,2,81,0,0,0,0.250000,0,0,7.100000,2,1.100000,1
7,4,0,2,13,0,1,1,7,0.583333,108,1,1,0.850000,0.571429,0,0,14.142857,3,2,-1
6,6,0,3,16,7,1,2,5,0.800000,80,1,0,0.782609,0.416667,0,0,11.666667,3,1.166700,-1
12,3,0,17,29,52,6,16,12,0.681818,140,1,2,0.656250,0.191667,1,1,10.500000,2,1,-1
5,4,3,5,9,8,4,1,1,0.750000,44,1,0,0.850000,0.400000,3,3,7.600000,4,1.400000,-1
3,5,1,4,6,3,3,1,3,1.500000,17,1,0,1,0.777778,0,0,4.333333,0,0,-1
14,3,0,8,23,35,3,7,13,0.153846,105,1,0,0.657143,0.339286,2,7,6.428571,2,0.928600,-1
4,3,0,3,22,0,1,3,2,0.333333,86,1,0,0.884615,0.437500,2,3,20.250000,3,1.250000,-1
6,1,4,5,7,9,5,0,5,0.600000,23,1,0,0,0.500000,0,0,2.666667,1,0.666700,-1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
1,5,0,2,6,0,1,1,1,2,14,1,0,1,1,0,0,12,0,0,-1
3,1,0,6,3,3,5,2,3,2,3,0,0,0,0.666667,0,0,0,1,1,-1
2,5,0,4,8,0,1,4,2,0,22,1,1,0.947368,0.666667,0,0,9.500000,1,0.500000,-1
14,1,27,31,28,49,29,2,7,0.807692,200,1,0,0,0.380952,0,0,12.857143,3,1.214300,1
6,1,0,11,39,9,1,10,3,0.400000,189,1,0,0.428571,0.333333,0,0,30.333333,5,1.333300,-1
2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,1,-1
3,1,0,3,7,0,1,2,3,0,21,1,0,0,0.666667,0,0,5.666667,1,0.666700,-1
7,1,4,12,20,17,8,4,3,0.750000,108,1,1,0,0.428571,0,0,14.142857,3,1,1
6,2,0,1,14,0,1,0,6,0,52,1,0,0.692308,0.500000,0,0,7.500000,1,0.666700,1
19,2,3,17,44,55,7,12,15,0.666667,168,1,1,0.622222,0.131579,1,3,7.684211,2,0.947400,1
3,0,0,10,13,1,1,9,2,0.500000,66,1,0,0,0.750000,0,0,20.666667,1,0.333300,-1
5,1,0,4,11,10,1,3,4,2,56,0,0,0,0.440000,0,0,10.200000,1,0.800000,-1
39,1,11,23,67,687,13,10,31,0.897368,405,1,7,0,0.133772,0,0,9.128205,4,1.384600,1
3,1,0,4,9,1,1,3,3,0,47,1,0,0,0.500000,0,0,14.333333,2,1,-1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923077,0.666667,1,2,3,1,0.333300,-1
4,1,0,38,4,6,34,5,4,2,4,0,0,0,0.500000,0,0,0,1,1,-1
7,1,0,11,19,9,0,11,7,0.791667,75,1,3,0,0.357143,0,0,9.142857,1,0.857100,-1
4,2,0,6,7,4,5,1,2,0.916667,56,0.250000,4,0.857143,0.444444,1,1,12,1,0.500000,-1
3,5,0,4,8,0,1,3,3,0.500000,32,1,2,0.894737,0.555556,0,0,9,1,0.666700,-1
21,2,1,15,49,142,1,14,12,0.808333,276,1,2,0.400000,0.200000,1,2,11.857143,3,1,-1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,1,0,4,4,1,1,3,2,2,9,0,0,0,1,0,0,3.500000,1,0.500000,1
13,1,0,23,77,48,1,22,5,0.738095,614,1,4,0,0.314815,0,0,45.692308,8,2.615400,1
6,3,0,9,15,15,3,6,6,2,42,0,0,0.971429,0.416667,2,3,6,1,0.500000,1
4,1,6,8,12,6,6,2,3,2,37,0,0,0,0.562500,0,0,8.250000,2,1,-1
3,3,0,10,25,0,1,10,2,0,134,1,0,0.920000,0.500000,1,1,43.333333,2,1,-1
17,2,0,4,57,104,1,4,8,0.906250,496,0.750000,0,0.529412,0.338235,1,5,27.470588,12,1.823500,-1
5,1,0,2,10,8,0,2,5,0.500000,57,1,0,0,0.300000,0,0,10.200000,2,1,1
6,6,0,12,22,11,1,12,5,0.600000,87,1,1,0.857143,0.305556,0,0,13.166667,1,0.833300,-1
2,5,0,4,3,0,1,3,2,0.500000,17,1,2,0.944444,0.625000,0,0,6.500000,1,0.500000,1
24,2,0,16,56,218,3,15,20,0.753623,275,1,2,0.808696,0.284722,1,4,10.208333,4,1.041700,1
8,3,0,13,32,0,1,13,5,0.642857,115,1,2,0.760000,0.314286,0,0,12.875000,2,0.875000,-1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
3,3,2,9,7,3,2,7,1,2,24,0,0,0.954545,0.533333,0,0,7,1,0.333300,-1
7,1,0,5,23,21,4,3,6,2,112,0,0,0,0.607143,0,0,15,4,2,-1
6,3,0,9,11,3,2,9,3,0.666667,43,1,2,0.826087,0.280000,0,0,5.666667,1,0.666700,-1
2,0,0,5,10,1,1,4,2,2,40,0,0,0,0.750000,0,0,19,1,0.500000,-1
7,1,0,3,12,9,1,2,7,0,59,1,1,0,0.500000,0,0,7.285714,1,0.857100,-1
24,2,0,13,37,264,5,10,19,0.804348,186,1,1,0.631579,0.220238,1,2,6.666667,1,0.875000,-1
14,3,0,6,29,35,1,6,13,0.153846,132,1,0,0.657143,0.339286,2,7,8.357143,2,1.142900,-1
6,4,0,10,28,5,1,10,3,0.500000,128,0.500000,1,0.800000,0.305556,1,1,20,1,0.833300,-1
5,3,0,8,35,0,1,8,5,0.375000,163,1,0,0.826087,0.400000,0,0,31.200000,1,0.800000,-1
12,2,9,15,25,54,10,5,10,0.545455,98,1,0,0.521739,0.333333,1,2,7.083333,2,1.166700,1
18,1,0,13,33,131,9,6,16,0.882353,144,1,2,0,0.235294,0,0,6.666667,2,1.111100,-1
30,1,1,15,55,407,1,14,27,0.862069,251,1,2,0,0.130769,0,0,7.266667,2,1.033300,1
16,3,0,8,33,48,1,8,14,0.400000,188,1,0,0.621622,0.262500,2,7,10.687500,4,1.312500,-1
3,2,3,6,12,3,3,3,2,2,47,0,0,0.600000,0.666667,0,0,14.666667,1,0.666700,-1
7,0,0,10,22,21,1,9,1,2,138,0,0,0,0.500000,0,0,18.714286,9,2.285700,-1
7,3,0,12,28,0,1,12,2,0.633333,227,0.800000,2,0.791667,0.333333,0,0,30.714286,3,1,-1
11,1,3,12,16,41,10,2,10,0.666667,91,1,1,0,0.327273,0,0,7,1,0.818200,1
15,3,0,5,22,71,1,5,13,0.785714,113,1,0,0.638889,0.350000,2,6,6.333333,2,0.933300,-1
7,2,0,1,17,0,1,0,7,0.250000,83,1,0,0.692308,0.714286,0,0,10.571429,1,0.571400,1
47,2,0,23,100,943,9,22,38,0.874582,1056,1,1,0.274194,0.104859,0,0,21.191489,6,1.361700,1
2,1,0,4,4,1,1,3,2,2,9,0,0,0,1,0,0,3.500000,1,0.500000,1
21,1,0,1,31,208,0,1,20,0,215,1,0,0,0.409524,0,0,9.142857,5,1.190500,-1
14,3,0,11,52,59,3,10,9,0.692308,349,1,1,0.676471,0.243590,2,4,23.785714,4,1.428600,-1
3,5,0,4,10,0,1,3,3,0.500000,34,1,1,0.894737,0.555556,0,0,9.666667,1,0.666700,-1
3,2,0,4,7,3,1,3,1,2,308,0,0,0.666667,1,1,1,101.666667,1,0.666700,-1
20,1,0,3,39,188,0,3,20,0.105263,168,1,0,0,0.487500,0,0,7.300000,2,1.500000,-1
7,1,0,1,12,9,1,0,7,0.333333,47,1,0,0,0.476190,0,0,5.428571,1,0.714300,-1
2,1,0,9,2,1,8,1,2,2,2,0,0,0,0.750000,0,0,0,1,1,1
9,1,0,6,17,24,0,6,9,0.687500,78,1,1,0,0.407407,0,0,7.444444,1,0.888900,-1
4,3,0,6,14,0,4,2,4,0,52,1,0,0.875000,0.437500,0,0,11.750000,2,1,1
1,1,0,22,1,0,19,3,1,2,1,0,0,0,1,0,0,0,1,1,1
4,2,0,2,6,4,1,1,4,0.333333,24,1,0,0.857143,0.750000,1,2,4.750000,1,0.500000,-1
29,2,0,5,50,318,1,5,29,0.860390,304,1,0,0.781513,0.199234,1,4,9.103448,1,0.896600,1
5,1,0,13,19,10,7,6,4,2,63,0,0,0,0.440000,0,0,11.600000,2,1,1
1,4,3,4,2,0,4,0,1,2,7,1,0,1,1,0,0,5,0,0,-1
2,1,0,5,5,1,1,4,1,2,23,0,0,0,0.500000,0,0,10.500000,3,1.500000,-1
6,3,0,7,19,13,1,7,4,0.466667,78,1,1,0.782609,0.444444,1,1,11.500000,2,1,-1
3,2,0,4,7,3,1,3,1,2,77,0,0,0.666667,1,1,1,24.666667,1,0.666700,-1
1,1,0,18,1,0,18,0,1,2,1,0,0,0,1,0,0,0,1,1,1
6,2,4,9,14,7,4,5,5,0.600000,49,1,2,0.722222,0.375000,0,0,6.833333,2,1,-1
2,5,0,3,7,0,1,2,2,0,21,1,0,0.947368,0.666667,0,0,9,1,0.500000,1
25,1,0,12,64,230,0,12,22,0.650000,318,1,2,0,0.130000,0,0,11.520000,3,1.040000,1
