@relation camel-1.0.arff

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {-1,1}

@data
10,1,0,4,32,41,2,2,8,0.555556,217,1,0,0,0.550000,0,0,20.500000,1,0.800000,-1
1,1,0,126,1,0,125,1,1,2,1,0,0,0,1,0,0,0,1,1,1
17,2,0,9,56,84,4,8,11,0.739583,304,1,0,0.318182,0.250000,1,1,16.529412,4,1.411800,-1
19,2,0,8,25,163,5,5,15,0.916667,124,1,1,0.604651,0.273684,1,2,5.421053,1,0.894700,-1
3,1,0,5,12,0,1,4,3,0.250000,54,1,1,0,0.466667,0,0,16.333333,2,1,-1
3,1,0,1,5,3,0,1,3,2,13,0,0,0,0.555556,0,0,3.333333,1,0.666700,-1
3,5,0,2,6,3,1,1,3,2,16,0,0,1,0.777778,0,0,4.333333,0,0,-1
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,-1
6,3,1,6,10,3,2,5,5,0.400000,33,1,1,0.761905,0.366667,1,1,4.333333,1,0.833300,-1
2,2,0,4,12,1,2,2,2,2,31,0,0,0.964286,0.750000,0,0,14.500000,1,0.500000,-1
2,3,0,3,4,0,1,3,2,0,16,1,0,0.985915,0.666667,1,1,6.500000,1,0.500000,-1
11,2,16,26,22,37,18,9,7,0.733333,115,1,1,0.437500,0.309091,1,1,9.181818,2,0.909100,-1
10,1,2,9,18,9,4,7,10,0.666667,86,1,3,0,0.285714,0,0,7.300000,3,1.200000,-1
2,3,0,3,4,0,1,3,2,0,16,1,0,0.985915,0.666667,1,1,6.500000,1,0.500000,-1
10,4,0,9,41,17,1,9,3,0.666667,218,1,1,0.771429,0.296296,2,4,20.500000,3,1.100000,-1
7,1,0,7,27,9,0,7,4,0.750000,110,1,0,0,0.400000,0,0,14.428571,2,0.857100,-1
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
6,3,0,6,17,9,1,6,3,0.600000,88,1,0,0.800000,0.366667,1,1,13.500000,3,1.166700,-1
3,3,0,4,6,3,1,4,2,2,16,0,0,0.941176,0.500000,1,1,4.333333,1,0.333300,-1
15,1,0,4,59,105,4,1,13,2,518,0,0,0,0.280000,0,0,33.533333,5,1.533300,-1
6,3,1,6,10,0,2,5,6,0,46,1,1,0.933333,0.555556,1,1,6.500000,1,0.833300,-1
6,1,0,9,27,15,7,3,3,2,91,0,0,0,0.444444,0,0,14.166667,2,1.166700,-1
5,2,0,9,21,0,1,8,3,0.250000,84,1,2,0.636364,0.400000,1,1,15.400000,1,0.800000,-1
3,5,0,2,6,3,1,1,3,1.500000,17,1,0,1,0.777778,0,0,4.333333,0,0,-1
7,1,0,5,11,7,2,4,5,0.722222,54,1,1,0,0.285714,0,0,6.285714,1,0.857100,-1
6,1,0,0,13,15,0,0,6,2,53,0,0,0,0.250000,0,0,7.833333,2,1.166700,-1
1,4,2,3,2,0,3,0,1,2,7,1,0,1,1,0,0,5,0,0,-1
3,5,0,4,10,0,1,3,3,0.500000,34,1,1,0.894737,0.555556,0,0,9.666667,1,0.666700,-1
9,1,2,9,24,30,4,7,7,0.625000,97,1,0,0,0.269841,0,0,9.666667,2,1,-1
4,3,0,9,8,2,2,9,2,0.777778,33,1,1,0.857143,0.400000,0,0,6.500000,1,0.500000,-1
13,3,0,5,27,36,1,5,11,0.500000,129,1,0,0.656250,0.326923,2,7,8.846154,3,1.307700,-1
8,2,0,5,19,22,1,4,6,0.571429,70,1,0,0.919540,0.416667,1,1,7.625000,2,1,-1
2,1,0,5,2,1,4,1,2,2,2,0,0,0,0.750000,0,0,0,1,1,-1
32,1,0,10,65,386,1,9,29,0.820789,382,1,2,0,0.165625,0,0,10.656250,4,1.187500,-1
7,1,0,11,38,21,4,9,3,2,167,0,0,0,0.300000,0,0,22.857143,3,1.428600,-1
39,1,0,5,97,729,2,3,38,0.900000,611,0.600000,0,0,0.121053,0,0,14.538462,2,1,-1
2,5,0,3,6,0,2,1,2,1,21,1,0,0.944444,0.750000,0,0,8.500000,1,0.500000,-1
4,3,0,1,5,4,0,1,3,0.666667,16,1,1,0.948718,0.666667,1,1,2.750000,1,0.500000,-1
4,1,0,8,18,6,5,4,3,2,62,0,0,0,0.458333,0,0,14.500000,3,1.250000,-1
5,0,0,12,18,0,2,10,2,0.550000,87,1,3,0,0.500000,0,0,15.400000,1,0.400000,-1
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
2,1,0,3,3,1,1,2,2,2,7,0,0,0,0.666667,0,0,2.500000,1,0.500000,-1
8,1,0,4,16,28,0,4,8,2,40,0,0,0,0.166667,0,0,4,1,0.875000,-1
6,3,0,6,16,0,2,6,6,0.600000,86,1,2,0.933333,0.444444,1,1,12.833333,1,0.833300,-1
9,1,0,1,26,36,1,0,9,2,81,0,0,0,0.111111,0,0,8,1,0.888900,1
19,1,0,27,55,121,4,27,8,0.763889,299,1,2,0,0.191919,0,0,14.526316,5,1.526300,-1
2,1,0,9,2,1,9,0,2,2,2,0,0,0,1,0,0,0,1,1,-1
5,2,0,8,13,0,3,5,4,0,64,1,1,0.636364,0.450000,1,1,11.600000,1,0.800000,-1
12,3,0,16,28,52,6,15,12,0.681818,136,1,2,0.620690,0.194444,1,1,10.166667,2,1,-1
13,2,0,10,34,26,1,9,9,0.555556,209,1,2,0.388889,0.307692,1,1,14.846154,8,1.384600,-1
7,1,0,9,35,21,6,4,4,2,161,0,0,0,0.317460,0,0,22,6,1.571400,-1
14,3,0,8,23,35,3,7,13,0.153846,98,1,0,0.636364,0.339286,2,8,5.928571,2,0.928600,-1
6,2,0,12,21,5,2,10,3,0.600000,70,1,2,0.583333,0.416667,1,1,10.333333,1,0.833300,-1
13,0,0,16,29,52,4,13,4,0.854167,120,1,1,0,0.202381,0,0,7.923077,2,1,-1
7,1,0,12,62,5,1,11,2,0.750000,359,0.750000,1,0,0.361111,0,0,49.714286,13,2.571400,-1
5,4,3,5,9,8,4,1,1,0.750000,44,1,0,0.850000,0.400000,3,3,7.600000,4,1.400000,-1
11,1,0,13,24,39,5,12,11,0.800000,101,1,4,0,0.272727,0,0,7.818182,1,0.909100,-1
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,-1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
0,1,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,-1
9,1,7,11,17,24,7,4,5,0.375000,118,1,2,0,0.444444,0,0,11.888889,2,1,-1
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
9,3,0,8,20,24,2,6,8,0.500000,95,1,0,0.666667,0.291667,1,1,9.444444,1,0.888900,-1
9,4,0,4,14,36,0,4,8,2,50,0,0,0.911765,0.305556,1,2,4.555556,1,0.666700,-1
3,1,0,3,8,0,1,2,3,0.500000,29,0,0,0,0.666667,0,0,8,1,0.666700,-1
3,2,0,3,10,3,0,3,2,2,32,0,0,0.600000,0.666667,0,0,9.666667,1,0.666700,-1
3,2,0,5,18,3,2,3,3,2,65,0,0,0.875000,0.416667,0,0,20.666667,4,1.666700,-1
3,1,0,3,8,0,1,2,3,0.500000,29,0,0,0,0.666667,0,0,8,1,0.666700,-1
2,1,0,18,2,1,18,0,2,2,2,0,0,0,0.833333,0,0,0,1,1,-1
11,1,0,7,55,35,2,5,7,0.566667,380,1,0,0,0.357143,0,0,33.272727,5,2,-1
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,1,0,2,3,1,0,2,2,2,7,0,0,0,0.750000,0,0,2.500000,1,0.500000,-1
7,1,0,18,19,15,15,3,6,0.666667,159,1,0,0,0.250000,0,0,21.571429,1,0.714300,-1
3,3,0,5,10,0,1,5,1,0,30,1,1,0.882353,0.555556,1,1,8.666667,1,0.666700,-1
15,1,17,29,34,79,20,9,13,0.839286,188,1,2,0,0.219048,1,1,11.266667,5,1.666700,-1
11,2,0,17,17,47,4,16,11,0.900000,78,1,0,0.583333,0.181818,1,1,5.727273,1,0.909100,-1
3,1,0,34,3,3,33,2,3,2,3,0,0,0,0.555556,0,0,0,1,1,-1
5,3,0,4,10,10,1,4,3,2,31,0,0,0.789474,0.466667,1,1,5.200000,1,0.800000,-1
8,2,0,14,17,0,8,7,6,0.571429,69,1,1,0.500000,0.300000,1,1,7.375000,2,1,-1
27,1,3,16,47,323,3,13,24,0.846154,224,1,2,0,0.141975,0,0,7.185185,2,1.074100,-1
15,2,0,12,33,85,3,12,14,0.839286,139,1,0,0.500000,0.183333,1,1,8,3,1.133300,-1
5,3,0,17,27,0,2,17,3,0.400000,133,1,2,0.750000,0.360000,1,1,24.600000,2,1,-1
3,2,3,6,12,3,3,3,2,2,47,0,0,0.600000,0.666667,0,0,14.666667,1,0.666700,-1
6,3,0,10,43,3,3,10,3,0.600000,204,1,1,0.750000,0.305556,1,1,32.666667,6,1.666700,-1
4,2,0,5,7,4,4,1,2,0.888889,45,0.333333,3,0.857143,0.444444,1,1,9.500000,1,0.500000,-1
10,1,1,10,20,23,3,9,3,0.777778,107,1,1,0,0.351852,0,0,9.300000,1,0.700000,-1
5,3,0,13,20,8,1,12,2,0.500000,66,1,0,0.913043,0.472222,0,0,12,1,0.400000,-1
4,2,0,13,9,6,8,5,4,2,25,0,0,0.896552,0.500000,1,1,5.250000,1,0.750000,-1
3,1,0,4,6,1,1,3,3,0,31,1,1,0,0.500000,0,0,9,1,0.666700,-1
14,4,0,8,39,51,1,8,7,0.730769,240,1,1,0.692308,0.307692,1,1,15.714286,6,1.714300,1
20,2,0,12,42,148,2,12,18,0.921053,214,1,0,0.437500,0.190789,1,1,9.200000,1,0.900000,-1
8,1,25,26,13,8,25,1,6,0.666667,94,1,0,0,1,0,0,10.375000,1,0.875000,1
2,5,0,1,7,0,1,0,2,0.666667,49,1,0,0.944444,0.750000,1,1,22,2,1,-1
3,1,0,3,7,0,1,2,3,0,21,1,0,0,0.666667,0,0,5.666667,1,0.666700,-1
6,2,0,1,14,0,1,0,6,0,52,1,0,0.692308,0.500000,0,0,7.500000,1,0.666700,-1
14,2,4,15,34,73,11,7,9,0.641026,159,1,0,0.675676,0.187500,1,3,10.142857,3,1.071400,-1
3,5,0,1,9,0,0,1,3,0.500000,33,1,0,0.894737,0.555556,0,0,9.333333,1,0.666700,-1
2,6,0,5,10,0,1,4,1,0,42,1,0,0.954545,0.600000,1,1,19.500000,3,1.500000,-1
1,5,0,1,2,0,0,1,1,2,6,1,0,1,1,0,0,4,0,0,-1
7,2,0,12,28,13,2,10,4,0.583333,112,1,0,0.583333,0.458333,1,1,14.714286,2,1,-1
2,4,0,3,4,1,2,1,2,2,12,1,0,1,0.833333,0,0,4.500000,0,0,-1
8,3,0,12,30,0,1,12,5,0.642857,114,1,1,0.666667,0.314286,1,1,12.750000,2,0.875000,-1
28,1,0,15,48,330,2,14,28,0.771605,235,1,5,0,0.117347,0,0,7.178571,2,1,-1
2,1,0,7,2,1,6,1,2,2,2,0,0,0,0.750000,0,0,0,1,1,-1
3,1,0,1,41,3,0,1,2,2,221,0,0,0,0.333333,0,0,72.666667,1,0.666700,-1
3,1,0,35,3,3,32,4,3,2,3,0,0,0,0.666667,0,0,0,1,1,-1
3,1,0,3,9,0,1,2,3,0,31,1,0,0,0.500000,0,0,9,1,0.666700,-1
8,1,0,1,36,0,1,0,8,0.142857,190,1,0,0,0.333333,0,0,22.500000,4,1.875000,-1
6,3,0,8,37,3,1,8,4,0.666667,151,1,1,0.750000,0.305556,1,1,23.666667,1,0.833300,-1
6,1,0,6,10,7,1,6,5,0.600000,45,1,0,0,0.533333,0,0,6.166667,2,0.666700,-1
9,2,0,14,16,28,3,14,7,0.687500,66,1,2,0.636364,0.266667,1,1,6.111111,1,0.888900,-1
13,2,0,16,27,34,9,11,10,0.869048,126,1,3,0.388889,0.185185,1,1,8.153846,2,1,-1
4,1,0,1,4,6,1,0,4,2,4,0,0,0,1,0,0,0,1,1,-1
3,1,0,3,4,3,1,2,3,2,10,0,0,0,0.666667,0,0,2.333333,1,0.666700,-1
5,3,0,12,28,0,1,12,3,0.250000,103,1,1,0.750000,0.400000,1,1,19.200000,1,0.800000,-1
9,3,0,5,20,22,0,5,9,0.791667,91,1,2,0.384615,0.407407,0,0,8.777778,5,1.333300,-1
5,3,0,9,9,0,1,8,4,0.250000,42,1,0,0.842105,0.450000,1,1,7.200000,1,0.600000,-1
3,3,0,10,25,0,1,10,2,0,134,1,0,0.913043,0.500000,1,1,43.333333,2,1,-1
5,1,0,2,10,8,0,2,5,0.500000,57,1,0,0,0.300000,0,0,10.200000,2,1,-1
4,5,0,1,13,0,0,1,3,0.833333,47,1,0,0.894737,0.500000,0,0,10.250000,2,0.750000,-1
15,1,0,185,15,105,184,2,15,2,15,0,0,0,0.228571,0,0,0,1,1,-1
8,3,0,13,32,0,1,13,5,0.642857,115,1,1,0.666667,0.314286,1,1,12.875000,2,0.875000,-1
15,2,0,20,44,75,2,19,10,0.785714,218,1,4,0.350000,0.214286,1,1,13.066667,6,1.200000,-1
2,1,0,4,4,0,3,1,2,0.750000,25,0,1,0,0.625000,0,0,9.500000,1,0.500000,-1
16,2,0,12,42,50,1,11,11,0.780952,245,0.714286,4,0.350000,0.255556,1,1,13.875000,4,1.062500,-1
6,1,0,8,20,15,6,4,5,2,82,0,0,0,0.583333,0,0,12.666667,2,1.500000,-1
4,1,0,5,14,0,1,5,4,0.555556,85,1,2,0,0.500000,0,0,19.500000,1,0.750000,-1
6,3,0,9,11,3,2,9,3,0.666667,43,1,1,0.750000,0.280000,0,0,5.666667,1,0.666700,-1
22,3,0,15,42,211,12,6,18,0.896825,187,1,2,0.300000,0.227273,0,0,7.227273,2,1.090900,-1
23,2,0,15,35,237,8,9,19,0.795455,174,1,1,0.565217,0.246377,1,2,6.478261,1,0.869600,-1
7,2,0,6,11,0,1,5,6,0.708333,51,1,0,0.166667,0.333333,0,0,5.714286,1,0.714300,-1
2,1,0,5,6,0,0,5,2,0,30,1,2,0,0.625000,0,0,13,1,0.500000,-1
5,2,0,7,9,4,4,5,5,0.666667,42,1,1,0.896552,0.450000,0,0,6.800000,1,0.600000,-1
2,4,0,2,7,0,1,2,2,0,20,1,1,0.944444,0.750000,0,0,8.500000,1,0.500000,-1
2,5,0,2,6,0,1,1,2,1,22,1,0,0.944444,0.666667,0,0,9,1,0.500000,-1
9,2,0,16,23,30,5,13,9,0.625000,89,1,0,0.636364,0.277778,1,1,8.777778,1,0.888900,-1
