@relation jedit-4.3.arff

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {-1,1}

@data
11,1,0,10,47,41,5,5,9,0.700000,551,0.500000,0,0,0.137500,0,0,48.363636,25,5.818200,-1
6,2,0,20,46,15,2,18,1,1.114286,427,0,0,0.772727,0.619048,0,0,69,1,0.833300,-1
4,1,0,21,5,0,21,0,4,0.666667,28,1,0,0,0.500000,0,0,5.250000,1,0.750000,-1
11,6,0,11,70,47,3,10,8,0.911111,672,1,11,0.985272,0.272727,3,5,57.636364,3,1.363600,-1
10,1,0,19,38,0,15,6,8,0.222222,191,1,0,0,0.203704,0,0,18,3,1.300000,-1
9,1,0,20,43,0,12,11,3,0.798077,466,0,1,0,0.365079,0,0,49.333333,4,0.666700,-1
1,2,0,5,2,0,3,2,1,2,5,0,0,1,1,0,0,4,0,0,-1
3,2,0,4,6,0,1,3,2,0.500000,32,0.500000,1,0.750000,0.666667,0,0,9,1,0.333300,-1
4,1,0,1,4,6,1,1,4,2,4,0,0,0,1,0,0,0,1,1,-1
34,1,1,21,70,507,14,9,20,0.868687,589,1,1,0,0.127273,0,0,16.058824,5,1.588200,-1
6,1,0,2,13,0,2,0,6,0,75,1,0,0,0.500000,0,0,11.333333,2,1,-1
1,2,0,3,2,0,1,2,1,2,5,0,0,1,1,0,0,4,0,0,-1
31,5,0,79,111,273,62,23,29,0.950000,698,0.250000,1,0.967949,0.189516,2,11,21.387097,8,2.451600,-1
1,1,0,48,1,0,48,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
23,6,0,29,73,201,21,16,7,0.870629,403,0.923077,5,0.967016,0.173913,2,3,15.956522,6,1.565200,-1
3,1,0,7,3,3,6,2,3,2,3,0,0,0,0.888889,0,0,0,1,1,-1
12,1,0,10,24,26,5,5,7,0.750000,182,0,2,0,0.333333,0,0,13.500000,3,0.833300,-1
3,2,0,11,10,3,4,7,2,2,81,0,0,0.894737,0.533333,1,1,26,1,0.666700,-1
10,2,0,11,24,45,4,7,7,2,99,0,0,0.887500,0.328571,1,5,8.900000,2,1.100000,-1
4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.833333,0,0,0,1,1,-1
1,1,0,8,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
4,2,0,4,6,0,4,0,3,2,83,0,0,0.842105,0.562500,1,11,19.750000,3,1.250000,-1
7,4,1,4,25,19,2,3,4,0.333333,130,0,1,0.953488,0.326531,1,3,17.428571,1,0.571400,-1
2,1,0,9,2,1,9,0,2,2,2,0,0,0,0.750000,0,0,0,1,1,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
2,1,0,4,9,1,1,3,2,2,57,0,0,0,0.625000,0,0,27.500000,7,3.500000,-1
4,2,0,7,21,0,2,5,3,0,79,1,0,0.700000,0.500000,1,1,18.500000,3,1.250000,-1
1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
21,1,0,10,36,96,5,8,14,0.754167,559,1,8,0,0.204082,0,0,25.047619,8,2.571400,-1
4,5,0,9,23,0,6,7,2,0.500000,82,1,1,0.995856,0.416667,0,0,19,2,1,-1
2,1,0,4,4,1,0,4,2,2,11,0,0,0,0.750000,0,0,4.500000,1,0.500000,-1
4,2,0,12,24,6,3,9,2,2,190,0,0,0.850000,0.625000,1,1,46.500000,1,0.750000,-1
3,2,0,9,26,0,1,9,2,0,172,1,1,0.888889,1,1,2,56,7,3.333300,-1
2,1,0,8,2,1,4,5,2,2,2,0,0,0,0.625000,0,0,0,1,1,-1
8,7,0,12,41,22,2,11,7,0.542857,212,1,3,0.994206,0.468750,1,1,24.875000,8,1.500000,-1
6,2,0,8,15,5,7,2,5,0.866667,68,0.333333,0,0.428571,0.400000,1,1,9.333333,1,0.666700,-1
8,1,0,15,76,0,3,13,2,0.745342,930,1,4,0,0.296703,0,0,112.375000,16,3.500000,-1
10,6,0,7,47,19,4,5,4,0.592593,254,1,1,0.987860,0.271429,2,2,23.800000,4,1.300000,-1
10,2,0,11,38,13,4,8,9,0.694444,294,0.750000,1,0.829787,0.377778,2,3,28,3,1.600000,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
6,1,0,6,26,15,6,1,6,2,193,0,0,0,0.233333,0,0,31.166667,5,2.333300,-1
5,1,0,2,17,4,1,1,3,0.500000,133,1,0,0,0.433333,0,0,24.800000,3,2,-1
2,2,0,6,9,1,1,5,1,1,32,1,0,0.954545,0.750000,0,0,14.500000,2,1,-1
16,1,2,17,39,74,4,13,7,0.850000,360,1,3,0,0.266667,0,0,21.250000,3,1,-1
70,1,0,77,187,2409,64,18,65,0.996377,2017,0,1,0,0.057367,0,0,27.700000,21,3.128600,-1
12,5,0,16,73,6,2,16,6,0.618182,445,1,4,0.983434,0.250000,1,7,35.666667,11,2.500000,-1
2,2,0,12,10,1,1,11,1,1.125000,136,0.625000,4,0.944444,0.625000,1,1,63,1,0.500000,-1
2,1,0,27,4,1,26,1,1,1,72,0,0,0,1,0,0,24,0,0,-1
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
31,1,0,3,44,139,3,0,25,0.470588,1283,0.705882,0,0,0.301075,0,0,39.838710,7,1.451600,-1
262,4,3,81,540,19801,54,49,218,0.935644,9460,0.625000,12,0.713024,0.062482,3,18,34.862595,29,3.458000,-1
13,3,0,17,28,52,15,2,13,0.800000,135,1,1,0.764706,0.261538,0,0,9,5,1.692300,-1
4,1,5,9,5,6,5,4,4,2,10,0,0,0,0.437500,0,0,1.500000,1,0.750000,-1
10,7,0,10,69,19,4,10,3,0.740741,403,1,2,0.986466,0.260000,0,0,38.700000,4,1.700000,-1
3,2,0,11,14,3,3,8,2,1,61,0,0,0.894737,0.466667,1,3,19,1,0.666700,-1
24,1,0,1,41,198,1,0,18,0.824275,749,0.166667,9,0,0.149758,0,0,29.208333,13,2.583300,-1
4,2,0,6,12,0,2,4,4,0,35,1,0,0.500000,0.500000,1,1,7.500000,1,0.750000,-1
5,6,0,6,42,0,1,6,3,0.727273,523,1,10,0.994056,0.500000,4,6,99.200000,3,1.400000,-1
19,2,0,13,47,79,5,8,17,0.638889,552,0.750000,1,0.470588,0.378947,1,1,27.842105,6,2.105300,-1
2,4,0,5,10,0,1,5,2,0,31,1,1,0.857143,0.666667,0,0,14,1,0.500000,-1
3,2,0,7,10,3,2,6,2,2,52,0,0,0.714286,0.555556,1,3,16.333333,3,1.333300,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
4,1,0,3,12,0,2,1,4,0,46,1,0,0,0.500000,0,0,10.250000,1,0.750000,-1
15,1,0,3,30,79,1,2,14,0.795238,923,0.666667,4,0,0.250000,0,0,59.533333,12,2.733300,-1
5,1,0,3,12,8,1,2,4,0.750000,42,0,0,0,0.250000,0,0,7.200000,1,0.600000,-1
32,1,0,6,53,0,2,6,17,0.853047,2884,0.925926,13,0,0.204301,0,0,88.281250,40,6.500000,-1
11,2,0,7,38,23,1,7,7,0.800000,541,1,4,0.629630,0.285714,1,3,46.090909,12,3.454500,-1
12,6,0,9,72,32,3,8,1,0.843434,657,1,9,0.983824,0.500000,2,5,52.250000,7,1.666700,-1
12,3,2,57,25,14,56,3,9,0.606061,216,0,2,0.607143,0.395833,1,2,16.750000,3,1.666700,-1
27,1,0,20,65,65,9,13,0,0.683761,1240,1,4,0,0.254630,0,0,44.592593,24,3.740700,-1
8,1,0,5,10,4,5,0,8,0.500000,75,1,0,0,0.750000,0,0,8.125000,2,0.875000,-1
4,2,0,9,9,4,3,6,2,1,47,0,0,0.894737,0.600000,1,1,10,2,0.750000,-1
6,8,0,10,26,13,1,9,4,0.800000,177,1,1,0.997028,0.500000,1,2,28.333333,7,1.333300,-1
21,2,0,19,87,208,10,11,20,1,665,0.500000,0,0.672414,0.344444,1,3,30.571429,8,2.809500,-1
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
3,1,0,11,21,3,1,11,1,2,119,0,0,0,0.555556,0,0,38.666667,16,6,-1
2,2,0,4,4,1,2,2,2,2,8,0,0,0.750000,0.750000,0,0,3,1,0.500000,-1
6,5,0,11,30,5,4,9,1,0.700000,139,1,3,0.992401,0.388889,0,0,21.500000,2,1,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
7,1,0,8,29,0,2,6,0,0,248,1,0,0,0.404762,0,0,34.285714,3,2.285700,-1
3,1,0,8,23,3,1,8,3,2,101,0,0,0,0.666667,0,0,32.666667,5,2,-1
23,2,1,3,51,195,3,1,13,0.809091,300,1,0,0.241379,0.166008,0,0,11.826087,7,1.565200,-1
12,1,0,16,39,20,11,8,1,0.666667,232,1,0,0,0.202381,0,0,18.083333,8,2,-1
4,2,0,4,17,4,1,4,4,0.500000,94,0,0,0.769231,0.400000,1,1,22,4,1.500000,-1
3,2,0,5,13,3,1,4,2,2,86,0,0,0.909091,0.833333,1,3,27.666667,4,2.333300,-1
5,6,0,7,34,2,3,6,1,0.800000,203,1,2,0.993893,0.350000,0,0,38.600000,1,0.800000,-1
7,1,0,9,29,21,5,4,7,1.166667,113,1,0,0,0.250000,0,0,15,3,1.285700,-1
7,1,0,40,7,21,40,0,7,2,7,0,0,0,0.523810,0,0,0,1,1,-1
118,1,0,1,180,6075,0,1,27,0.921126,5209,0.717391,1,0,0.138067,0,0,42.364407,9,1.567800,-1
1,4,0,3,2,0,2,1,1,2,5,0,0,1,1,0,0,4,0,0,-1
13,1,0,7,33,26,5,2,12,0.604167,261,1,0,0,0.252747,0,0,18.769231,7,1.461500,-1
5,2,0,12,13,0,2,10,4,0.666667,94,0,4,0.733333,0.280000,1,2,16.600000,2,1,-1
9,1,0,7,21,0,5,3,7,0.500000,87,1,0,0,0.240741,0,0,8.444444,3,1,-1
5,7,0,9,64,6,3,8,3,0.750000,312,1,0,0.993939,0.300000,2,5,61,1,0.800000,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,1
10,2,0,3,21,15,2,1,7,0.444444,148,0,0,0.666667,0.360000,2,3,13.700000,4,1.900000,-1
7,4,0,3,64,5,1,2,5,0.794872,427,1,0,0.990798,0.464286,1,2,58.142857,3,1.285700,-1
12,1,0,12,66,0,1,12,8,0.519481,675,1,3,0,0.500000,0,0,54.666667,15,4.916700,-1
7,5,0,16,56,7,6,11,2,0.625000,610,1,1,0.991678,0.314286,0,0,85.571429,5,1.714300,-1
4,1,0,4,19,4,1,4,3,0.666667,82,1,0,0,0.333333,0,0,19.250000,7,3.250000,-1
22,7,0,8,85,187,4,7,3,0.761905,695,1,1,0.974740,0.174603,3,5,30.045455,5,1,-1
7,1,0,1,19,1,1,0,6,0.750000,437,0.500000,0,0,0.500000,0,0,60,6,3,-1
3,6,0,3,23,1,0,3,1,0.500000,229,1,1,0.997019,1,1,3,72.333333,1,0.666700,-1
14,2,0,10,33,29,6,5,12,0.721154,400,1,1,0.824324,0.224490,0,0,27,3,1.214300,-1
17,1,0,4,31,0,2,2,0,0.250000,970,1,0,0,0.441176,0,0,55.882353,13,4.352900,-1
2,3,0,12,21,1,2,12,2,2,336,0,0,0.933333,0.583333,1,1,167,3,1.500000,-1
4,2,0,8,12,6,1,7,2,1,80,1,0,0.571429,0.500000,0,0,18.750000,4,2.500000,-1
10,6,0,12,57,15,2,11,1,0.829060,687,1,2,0.986726,0.500000,3,5,66.400000,9,2.400000,-1
27,1,0,19,96,295,6,16,23,0.884615,745,1,2,0,0.129371,0,0,26.333333,10,2.222200,-1
14,1,0,17,72,21,9,8,6,0.756410,1597,1,4,0,0.184524,0,0,112.214286,43,8.285700,-1
5,1,8,13,6,10,13,0,5,2,54,0,0,0,0.650000,0,0,9.800000,3,1.200000,-1
22,6,0,23,115,167,10,22,11,0.813853,561,1,4,0.971386,0.188312,1,1,24,8,1.363600,1
2,2,0,7,6,1,1,6,1,2,28,0,0,0.944444,0.625000,1,1,13,1,0.500000,-1
9,6,0,7,40,0,4,3,7,0,162,1,1,0.989950,0.333333,3,4,16.888889,15,2.888900,-1
3,1,0,9,6,3,7,2,3,2,44,0,0,0,0.555556,0,0,13.666667,5,2,-1
51,1,0,5,67,51,1,4,7,0.764800,7188,0.160000,1,0,0.400000,0,0,139.450980,167,8.902000,-1
5,1,2,7,20,4,3,5,5,0.500000,126,1,0,0,0.440000,0,0,23.800000,7,2,-1
8,8,0,12,20,28,3,9,5,2,146,0,0,0.994074,0.468750,1,3,17.250000,1,0.500000,-1
2,1,2,8,4,1,7,1,2,1,11,1,1,0,0.666667,0,0,4,1,0.500000,-1
5,2,0,10,13,4,8,3,4,0.900000,55,0.200000,0,0.500000,0.500000,1,1,9,1,0.600000,-1
11,2,0,22,57,53,1,21,1,0.800000,455,1,0,0.653846,0.409091,1,1,40.272727,1,0.818200,-1
8,7,0,6,60,20,2,6,3,0.800000,295,1,0,0.989442,0.375000,2,5,35.250000,5,1.375000,-1
19,1,0,31,50,91,30,1,18,0.949074,458,1,0,0,0.055556,0,0,22.473684,7,2.421100,-1
4,2,0,4,6,4,1,3,4,0.666667,20,1,0,0.500000,0.625000,0,0,3.750000,1,0.750000,-1
7,2,0,10,29,0,2,9,2,0.621212,615,0.636364,2,0.500000,0.265306,0,0,85.285714,8,3.571400,-1
3,6,0,8,14,3,6,3,3,2,46,0,0,0.997382,0.833333,0,0,14.333333,1,0.666700,-1
2,1,0,3,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1,1,-1
15,3,1,16,87,0,5,12,7,0.664286,1296,1,1,0.363636,0.400000,0,0,84.733333,25,8.400000,-1
2,2,0,7,6,1,1,6,1,2,36,0,0,0.944444,0.625000,1,1,17,1,0.500000,-1
4,2,0,11,20,6,1,10,1,1,290,0,0,0.850000,0.450000,1,1,71.250000,4,2.250000,-1
10,2,0,4,29,17,1,4,6,0.728395,278,1,1,0.653846,0.300000,1,3,25.900000,10,2.500000,-1
2,2,0,16,25,1,1,15,1,1,179,0,0,0.944444,0.625000,1,1,88,4,2,-1
14,1,1,32,47,55,16,19,9,0.638462,535,0.700000,3,0,0.191964,0,0,36.500000,3,0.928600,-1
8,1,0,2,11,0,2,0,0,0.688312,256,0,1,0,0.265625,0,0,29.625000,12,2.750000,-1
3,2,0,11,17,3,1,10,2,2,149,0,0,0.894737,0.500000,1,1,48.666667,1,0.666700,-1
2,2,0,17,28,1,1,16,1,2,235,0,0,0.944444,0.625000,1,1,116.500000,1,0.500000,-1
9,1,0,7,15,36,0,7,9,2,84,0,0,0,0.333333,0,0,8.333333,1,0.888900,-1
7,1,0,8,18,13,7,1,6,0.500000,87,1,0,0,0.166667,0,0,11.142857,4,1.142900,-1
5,7,0,8,52,2,0,8,4,0.500000,372,1,1,0.993939,0.466667,0,0,72.400000,5,2,-1
4,2,1,6,21,4,1,5,2,0.666667,129,1,0,0.850000,0.625000,1,1,30.750000,7,2.250000,-1
2,1,0,3,2,1,3,0,2,2,2,0,0,0,1,0,0,0,1,1,-1
